Tweet,GT Target,GT Stance,Mapped Target
"And for the icing on the cake , they get a paycheck !",gun control,NONE,minimum wage
These are nât foreign wars ; these wars are being fought here and now .,gun control,NONE,school uniforms
"We see that gun restrictions do work in the rest of the world , despite the catch 22 surrounding criminals and gun ownership ( only law-abiding citizens follow gun laws ) .",gun control,FAVOR,gun control
"As a result , there âs been strong opposition from these groups when more aggressive laws on guns and mental illness are proposed .",gun control,NONE,gun control
But who âs ultimately responsible for upholding those boundaries ?,gun control,NONE,marijuana legalization
"This support for gun control , by the way , is pretty bipartisan : even with controversial stuff like reinstating the assault weapons ban , roughly half of Republicans are in favor , along with a majority of Democrats and Independents .",gun control,NONE,gun control
By no means is this article meant to represent the views of any other individual or group .,gun control,NONE,death penalty
"The NCIS was implemented on Nov. 30 , 1998 and later amended on Jan. 8 , 2008 in response to the Apr. 16 , 2007 Virginia Technical University shooting so that the Attorney General could more easily acquire information pertinent to background checks such as disqualifying mental conditions .",gun control,NONE,gun control
Five women are murdered with guns every day in the United States .,gun control,FAVOR,gun control
"All over a no-knock warrant , served in the dead of night , for an alleged non-violent , victimless crime , of which they have no first-hand knowledge , which may or may not have a factual basis or even be at the right address .",gun control,NONE,death penalty
Everything is of my opinion .,gun control,NONE,death penalty
"While it sounds like a logical argument to assert that increased violence in games and culture could lead to increased violence in real life , this relationship has simply not been borne out in reality .",gun control,NONE,gun control
Higher levels of gun ownership do not produce a safer society and often lead to a higher numbers of deaths due to gun violence .,gun control,FAVOR,gun control
"In houses with firearms present , the average homicide rate is 3 times higher than in houses without guns and the suicide rate is between 3 and 5 times higher .",gun control,FAVOR,gun control
"A sign in Dodge City , Kansas in 1879 read , "" The Carrying of Fire Arms Strictly Prohibited . """,gun control,NONE,gun control
Folks who care more about reducing needless suffering than about feeling â right â would do well to focus less on divisiveness and more on finding common-ground issues that would build trust and yield results .,gun control,NONE,gun control
"Restricting guns may not immediately stop hardened criminals from obtaining weapons , but it would help stop insane and violent people from getting them easily .",gun control,FAVOR,gun control
"Guns give people a quick , easy , cheap , and relatively detached ( compared to stabbings/beatings ) method of killing people â even large numbers of people .",gun control,FAVOR,gun control
"In this vacuum , it is the duty of the people to uphold it , but they do nât either .",gun control,NONE,gun control
"A Nov. 26 , 2013 study found that , between 1980 and 2009 , "" assault weapons bans did not significantly affect murder rates at the state level "" and "" states with restrictions on the carrying of concealed weapons had higher gun-related murders . """,gun control,AGAINST,gun control
