Tweet,GT Target,GT Stance,Mapped Target,Generated Targets,Best Gen Target
Subtract secularism from modern systems of superstition & you'll be left with the ancient anarchy of archaic theocracy.  #SemST,Atheism,FAVOR,cloning,"['religious theory', 'theory of archaic theocracy', 'theories of archaic society', 'theoretical secularism']",theoretical secularism
"@flipflops I can confirm. They also worship #Hitler, the atheist diety and inventor of #SemST",Atheism,AGAINST,nuclear energy,"['flipflops', 'heirarchy', 'theory', 'theories of religion']",heirarchy
"Mark 8.36-38.KJV  For what shall it profit a man, if he shall #gain the whole #world, and lose his own #soul?..."" #Pray #Love #SemST",Atheism,AGAINST,death penalty,"['mark', 'kJV', 'gift', 'death', 'divide and conquer', 'giver', 'gibbs-ford', 'gigbs-fft', 'gg & #']",death
Why would I listen to someone that is not doing anything to better their life compared to a successful millionaire?#DonaldTrump #ACN #SemST,Atheism,NONE,gun control,"['trump', 'taxpayer', 'taxonomies', 'taxes', 'taxation', 'tax fairness', 'tax evasion', 'tax avoidance', 'taxable income', 'tax control', 'tax reform', 'tax redistribution', 'tax loopholes']",tax control
Question to the #religious folks out there who can't comprehend the universe having began without a God. Where did God come from? #SemST,Atheism,FAVOR,death penalty,"['religious', 'god', 'computing', 'theory', 'theology', 'theorem proving', 'theoretical foundations']",religious
@evrttbrd this is PRECIOUS. omg go get em #Europe4Jesus #awakeningeurope #benfitz #bethel #paulyman #heidsbakes #father #jc #abba #SemST,Atheism,AGAINST,Joe Biden,"['bakes', 'bakes father', 'bipartite', 'bucking bronchialysis', 'bioinformatics', 'bibbaking']",bakes father
@Movingdisaster @roomansi2010  Believe and Obey.  Believe Jesus is the Messiah who saves us from sin by His death. Obey Acts 2:38-39. #SemST,Atheism,AGAINST,death penalty,"['believe', 'obey', 'messiah', 'propagation', 'belief', 'believe and Obey', 'observation', 'theory', 'theories of faith', 'theology', 'theoretical models']",belief
"If the governments of all countries were secular, the world would be a much different, probably better, place. Realising this now. #SemST",Atheism,FAVOR,death penalty,"['secularism', 'democracy']",secularism
@truthway_eng  Jesus commands you to follow Acts 2:38-39 to be saved. #christian #christ #Mary #Bible #church #trinity #usa #uk #aus #SemST,Atheism,AGAINST,abortion,"['christian christ', 'christian', 'bible', 'bdi', 'bucharts', 'bci', 'bolic', 'bicomputer', 'bcc', 'bpm', 'bc', 'bcmc', 'cscw']",bolic
What is the deal with #Christian people always needing to feel like they are persecuted? #ReligiousFreedom #tcot #SemST,Atheism,FAVOR,abortion,"['religious freedom', 'religion', 'religiosity', 'relationality', 'religious liberty']",religious liberty
Patriotism and Humanism are impossible for someone who takes #Islam too seriously. #SemST,Atheism,FAVOR,cloning,"['patriotism', 'humanism', 'terrorism']",humanism
Bethany Hamilton Reveals She is Resting in God's Promises Despite 'Unknow #bible #biblestudy #scripture #Christianity #ChristianNews #SemST,Atheism,AGAINST,Atheism,"['bethany', 'biblestudy', 'christology', 'bibles', 'bdi', 'bci', 'bfi', 'bio-spirituality', 'bolic-spiritual-spirit']",bolic-spiritual-spirit
While scientists fantasize about bugs I am considering gods.  ~~   #TheLUPOL #theism #futurism #singularity #AncientAliens #SemST,Atheism,AGAINST,cloning,"['singularity', 'science fiction', 'science of science']",science of science
"#Religions can't all be right, but they can all be wrong. #SemST",Atheism,FAVOR,marijuana legalization,"['religions', 'religibility', 'reliability', 'relationality', 'relativity', 'reliable reasoning', 'relaxation', 'relativism', 'reliance on logic', 'relief on logic']",relaxation
"No, I'm not calling myself ""agnostic"" because my atheism scares you and u dont know what words mean. #SemST",Atheism,FAVOR,Atheism,"['agnostic', 'atheism', 'religion', 'metaphors', 'metrics', 'metacognition', 'metamodeling', 'metagogy']",atheism
Irony: When a #creationist tweets about #science being wrong on a device that couldn't have existed without it.  #SemST,Atheism,FAVOR,cloning,"['creationism', 'science', 'design']",creationism
"Husbands, love your wives, as Christ loved the church and gave himself up for her, (Ephesians 5:25 ESV) #marriage #Christian #SemST",Atheism,AGAINST,cloning,"['christ', 'ephesians', 'ethics', 'theory', 'theories of marriage']",ethics
@ACLU Get rid of religion... and all this will go away overnight... #humanist #egalitarian #SemST,Atheism,FAVOR,cloning,"['religion', 'humanism', 'theory', 'theoretical models']",humanism
Never debate with the devil... Give him an instruction to get behind you!!  #SemST,Atheism,AGAINST,school uniforms,"['computing education', 'computing curricula', 'computational social science']",computing education
Existing is something god have never been proficient at.  #SemST,Atheism,FAVOR,nuclear energy,"['existing', 'sem']",existing
"Beginning to wonder if Rev. 13:17 mark, buying & selling is relevant ala corporations' behavior (Civil War games), etc. #bible #SemST",Atheism,AGAINST,Unrelated,"['mark buying', 'marketing']",mark buying
When we have done all in our power that the Lord will find a way to open doors. - Spencer W. Kimball #courage #hope #SemST,Atheism,AGAINST,Donald Trump,['hci'],hci
"RT @XO_NayeLashay: In love with Gospel music .. Heals my soul ,lifts my spirits, clears my mind & makes me appreciate what I do have. #SemST",Atheism,AGAINST,marijuana legalization,"['gospel music', 'stretch', 'stst', 'stewardship', 'stereoscopic display', 'stereo display', 'tangible user interface', 'structure', 'stylus', 'stigma', 'staircase', 'stabilus', 't']",tangible user interface
"Mark 6:35-36 My Father, anything that has been scaring and hindering  good from coming my way, Lord let it disappear #RCCGTR #SemST",Atheism,AGAINST,cloning,"['ethics', 'theory', 'theology']",theology
@Pseud0_Anon @SuhaibSaqib1 very true. Raising awareness and compassion is our goal. #SemST,Atheism,NONE,face masks,"['awareness', 'cognition', 'awareness of compassion', 'cognitive load', 'mental load', 'crisis informatics', 'crowdsourcing', 'cscw', 'civic engagement', 'cve', 'cmq', 'ccq']",crowdsourcing
"I have my work and my faith... If that's boring to some people, I can't tell you how much I don't care. ~Madonna Ciccone #SemST",Atheism,AGAINST,stay at home orders,"['faith', 'work', 'metaphors', 'cscw', 'crisis informatics', 'civic informatics']",work
#HemaMalini please think twice before giving a statement. A couple has lost their kid. Please show some #SemST,Atheism,NONE,school closures,"['parents', 'children', 'families']",parents
"How do they come up with this insanity? Oh wait, they believe in a Sky-God.  #fyilive, #SemST",Atheism,FAVOR,cloning,"['hypothesis', 'theory', 'theoretical models', 'theorem proving', 'theorems', 'theologically-inspired approaches']",theoretical models
@Jaikrishnashree #italianchachi420 UDF/LDF made #Kerala the most backward southern state & cluelss #Hindus keep voting #marxism #SemST,Atheism,NONE,Bernie Sanders,"['kerala', 'mixed-initiative', 'voting system', 'voter-voter']",voter-voter
"Surely the Sovereign LORD does nothing without revealing his plan to his servants the prophets"" #Amos3v7 #SemST",Atheism,AGAINST,abortion,['prophetic'],prophetic
Loving who I am! Today was awesome because I enjoyed being me. Can't nobody steal my joy! #selflove #motivated by #SemST,Atheism,NONE,marijuana legalization,"['selflove', 'sem', 'stretch', 'structure', 'stigma', 'stigmergy', 'stm', 'ststm']",stigmergy
Proverbs 28:5 (KJV) Evil men understand not judgment: but they that seek the Lord understand all things. #heart #SemST,Atheism,AGAINST,death penalty,"['proverbs', 'proverbs 28', 'kJV', 'judgment', 'ethics', 'ethnography']",judgment
"As always, please remember: fuck Harper, fuck conservatives , fuck religion #fuckharper #NDP  #fuckcons #SemST",Atheism,FAVOR,Hillary Clinton,"['conservative', 'bias', 'bipartite', 'bigs', 'bicom', 'bics', 'bpmn', 'bgp', 'bfs', 'bpnp', 'bpa', 'bap', 'bprn', 'cpa']",bpmn
My prayer is that you live as long as you want and not want as long as you live. #longlife #SemST,Atheism,AGAINST,death penalty,['longlife'],longlife
"I believe that ""sacred"" is an ap term to describe existence #celebrant #SemST",Atheism,AGAINST,abortion,"['ap', 'sacred', 'sem', 'sacrifice', 'sacrality', 'sacriemory']",sacred
Man this is going to test me..  Giving all my prayers and questions to The Lord and Savior Jesus Christ.. He will guide me! #hope #SemST,Atheism,AGAINST,nuclear energy,"['test', 'metaphor', 'metrics', 'metacognition', 'metamodeling', 'metaprogramming', 'metamorphous', 'metasymptotic', 'metabrogramming']",metrics
We'd like to welcome Lucy Dee to the Atheist Apocalypse team!   May God have mercy on your soul!   #God #mercy #podcast #SemST,Atheism,AGAINST,death penalty,"['podcast', 'case study', 'podcast design', 'podcast analysis']",case study
Life certainly has a way of humbling you. This last year and a half has been filled with trials and tribulations. But God! #patience #SemST,Atheism,AGAINST,marijuana legalization,"['humbling', 'graceful', 'temperance', 'relaxation', 'reliability', 'relational', 'relativity', 'reliance', 'relocation', 'relacuity', 'religion']",relaxation
Check out Honest Liar on Netflix. James Randi is amazing. #skeptic #SemST,Atheism,NONE,cloning,"['netflix', 'sigmatics', 'skew', 'sickness', 'shingling', 'sketching', 'svm', 'somaesthetics', 'sigma', 'squeak', 'sla', 'sna', 'sma', 's']",somaesthetics
The experience of most LGBT people shows them that organised religion is often nothing but structured bullying. #SemST,Atheism,FAVOR,abortion,"['discrimination', 'religion', 'homophily', 'cscw', 'crisis informatics']",discrimination
"Just a reminder that humans do not need salvation. We need clean water, food, housing, healthcare, and education. #SemST",Atheism,FAVOR,nuclear energy,"['clean water', 'healthcare', 'education', 'sustainability', 'human-computer interaction', 'sustainable hci']",clean water
"Jesus is not dead , he wasn't real !notdead #SemST",Atheism,FAVOR,Joe Biden,"['Jesus', 'dead', 'sem', 'stretch', 'sayer', 'sister', 'saints', 'sms', 'shes', 'sme', 'sma', 'soma', 'svm', 'sigma']",sme
@FoxNews @Patriot_Girl_TX @toddstarnes Shame on @OregonGovBrown for not stepping in to rescind this ruling! #Disgusting #Wrong #SemST,Atheism,NONE,abortion,"['starnes', 'regression', 'state law', 'state of the art']",state law
@SenSanders there's God. Loving each other unconditionally is what matters. #SemST,Atheism,AGAINST,Joe Biden,['sitting'],sitting
I think my username would be cool but now it looks stupid. #SemST,Atheism,NONE,marijuana legalization,"['username', 'structure', 'user interface', 'user profile']",user interface
@SaberinZe @TheBricsPost absurd like saying #nato membership will help #Russia #Pakistan is #islamist can't be friend of #india #SemST,Atheism,NONE,abortion,"['nato', 'india', 'stst', 'saudi arabia', 'sabia']",sabia
"Lord, bring health and a cure to every area of my life, and give me the abundance of peace -Jer. 33:6 #SemST",Atheism,AGAINST,school uniforms,"['health', 'disruption', 'disaster', 'disorder', 'disposition', 'discharge', 'discipline', 'dispersion', 'dissemination', 'disability', 'disdiscipline']",discipline
"This is love: not that we loved God, but that he loved us and sent his Son as an atoning sacrifice for our sins. 1 John 4:10 #love #SemST",Atheism,AGAINST,death penalty,"['love', 'sacrifice', 'sacrips', 'holy communion', 'holy blood', 'holy marriage', 'holy death', 'holy life', 'holy sacrifice', 'holy work', 'holy faith', 'holy mission', 'holy prayer', 'holy walk', 'holy covenant', 'holy name']",holy death
#IslamicScholars have to re-think and to do research on this single but vital point. #Pakistan #Islam #HolyQuran #Hadith #SemST,Atheism,AGAINST,gun control,"['quran', 'hijab', 'hadiya', 'hdi', 'hri', 'hcid']",hcid
"RT @PaulGetter: When your past calls, don't answer. It has nothing new to say. #TeamJesus #SemST",Atheism,AGAINST,Atheism,"['past calls', 'future calls', 'teamspirituality', 'team spirit', 'team culture', 'team identity', 'team work', 'team communication', 'teamwork', 'team management', 'team projects', 'team-work', 'group communication', 'groupware', 'team design', 'team']",teamspirituality
Bless those with a broken soul #SemST,Atheism,AGAINST,Joe Biden,"['broken soul', 'broken heart']",broken soul
"After Hindu girls #Sheila #Munni and Muslim #Razia, it's time for Christian #Mary in the item song world. #Bollywood #SemST",Atheism,AGAINST,abortion,"['item song', 'bollywood', 'stst', 'hindu girls', 'hindi girls', 'mindu women', 'hajj', 'hri', 'hadiya', 'hcid']",mindu women
"..    "" ""So decree whatever thou desirest to decree for thou canst only decree the life of this world #SemST",Atheism,AGAINST,marijuana legalization,"['decomposition', 'structure', 'stretch', 'streamble', 'stigmergy']",stigmergy
The enemy is not #Muslims #Christians or #Judaism. The real enemy is EXTREMISM.  Humans killing humans. #RespectBeliefs #StopWar #SemST,Atheism,AGAINST,gun control,"['hate', 'terrorism']",terrorism
John 10:11 I am the good shepherd; the good shepherd lays down His life for the sheep. #God #Christ #Hallelujah #Amen #SemST,Atheism,AGAINST,nuclear energy,"['pherdship', 'pherds', 'pheromones', 'pheroms', 'pherodes', 'pherms', 'pheries', 'phermesh', 'pherpheromans', 'pherophones', 'bounds of sheep', 'pherofes', 'pherfrees']",pherms
